,Interval,Time_min,video,SSI_fa_pa,SSI_fa_mo,SSI_fa_mo_pa,SSI_mo_pa
0,1,0.0,F1069C1,0.00135156034477,0.0531889694168,0.0288546382125,0.0149025054069
1,2,0.166666666667,F1069C1,1.58041552757e-05,0.0255527300731,0.0125284172177,0.00421559838666
2,3,0.333333333333,F1069C1,0.000265708987994,0.00877667484289,0.00587568848327,0.0047801816318
3,4,0.5,F1069C1,0.00214707722804,0.00321201191899,0.0464342886452,0.103693196709
4,5,0.666666666667,F1069C1,0.0383147664604,0.0846352640095,0.0535234771753,0.00898827167456
5,6,0.833333333333,F1069C1,0.126203984831,0.00599553160432,0.0651853404773,0.0263950077213
6,7,1.0,F1069C1,0.0124465842264,0.00763931491382,0.0148066315829,0.0135770132521
7,8,1.16666666667,F1069C1,0.0068591602166,0.301688369908,0.135450737806,0.0179664302413
8,9,1.33333333333,F1069C1,0.00150333150381,0.248690336739,0.113040573634,0.0194285280349
9,10,1.5,F1069C1,0.120780558357,0.0629951834189,0.164960141027,0.242557024698
10,11,1.66666666667,F1069C1,0.014366489378,0.00393302397474,0.00772699596337,0.00015442763967
11,12,1.83333333333,F1069C1,0.0123538969441,0.00326171679791,0.00657222595243,2.43260606314e-06
12,13,2.0,F1069C1,1.22839393112e-05,0.00142645644091,0.00188211972049,0.0030424761949
13,14,2.16666666667,F1069C1,0.00155024346863,0.0033982088676,0.00208809410708,6.50505153799e-06
14,15,2.33333333333,F1069C1,0.00697740367088,0.00033254134353,0.0223945386951,0.046167216767
15,16,2.5,F1069C1,0.0278188454656,0.0529056200745,0.0399982502337,0.0195615578989
16,17,2.66666666667,F1069C1,0.00855933499173,0.0157834107087,0.017674367693,0.0156762930391
17,18,2.83333333333,F1069C1,0.0601211881493,0.0865297290287,0.0677973009192,0.00492922910491
18,19,3.0,F1069C1,0.00298483265174,6.5666784379e-06,0.00479072435623,0.00840178472113
19,20,3.16666666667,F1069C1,0.245023842421,0.0744216001824,0.141766773392,0.0389130839931
20,21,3.33333333333,F1069C1,0.000470150038018,0.00825393870979,0.00488869135849,0.00276274289751
21,22,3.5,F1069C1,0.0838454917762,0.00485013059572,0.0416585890277,0.00761540275194
22,23,3.66666666667,F1069C1,0.0248592272638,0.00305471831134,0.0117634269373,0.000137915639007
23,24,3.83333333333,F1069C1,0.00407861741923,0.0615980098002,0.0300196789573,0.0069771968779
24,25,4.0,F1069C1,0.00101575360639,0.114223392458,0.0484801236386,7.65528671202e-05
25,26,4.16666666667,F1069C1,0.00139942005641,0.00260118291364,0.00272738058047,0.00236778812277
26,27,4.33333333333,F1069C1,0.0685684174123,0.165866143533,0.0996739468919,0.00924617549163
27,28,4.5,F1069C1,0.00867040295764,0.011884451316,0.0623424457222,0.130977332919
28,29,4.66666666667,F1069C1,2.19781332034e-05,0.0201342749878,0.0636055434673,0.129426026405
29,30,4.83333333333,F1069C1,0.000403817960495,0.000179059439782,0.00194807601885,0.00406767839445
30,31,5.0,F1069C1,0.000772843594577,0.00164642336962,0.0134038994332,0.0296463414431
31,32,5.16666666667,F1069C1,0.0446384878012,0.137453787764,0.0817350825979,0.0224713017268
32,33,5.33333333333,F1069C1,0.0175076606128,0.000328048594815,0.0140867597506,0.015881100607
33,34,5.5,F1069C1,0.00884843149546,0.414814388683,0.187658040194,0.00867964815828
34,35,5.66666666667,F1069C1,0.0103283686068,0.000379971122228,0.00533713487825,0.00207526509384
35,36,5.83333333333,F1069C1,0.143556458932,0.00101548043287,0.0652210886229,0.0112415118644
36,37,6.0,F1069C1,0.0100983777823,0.0238391122821,0.020361198605,0.0165037236658
37,38,6.16666666667,F1069C1,0.00262886556748,0.00262305491086,0.0146180697972,0.0299704355743
38,39,6.33333333333,F1069C1,0.00737013409862,0.360840687171,0.155132204648,0.00215060147514
39,40,6.5,F1069C1,0.0137891598385,0.00165437979675,0.00718007143879,0.00139392670132
40,41,6.66666666667,F1069C1,0.00684710237195,0.00825986010161,0.00828223565851,0.00396516836361
41,42,6.83333333333,F1069C1,0.000986077860456,7.59513425513e-05,0.00490288367663,0.0105557196091
42,43,7.0,F1069C1,0.000436649995646,0.00242539243332,0.0463818291549,0.107679932982
43,44,7.16666666667,F1069C1,0.0170867595818,0.0192816077831,0.0287603526405,0.0276644916797
44,45,7.33333333333,F1069C1,0.0425271831525,0.00221521972531,0.0261775639281,0.0186669424781
45,46,7.5,F1069C1,0.000240771120017,0.000864387474277,0.00143808506381,0.00228680421705
46,47,7.66666666667,F1069C1,0.0216443770541,5.5322003224e-06,0.0101845686218,0.00251698969841
47,48,7.83333333333,F1069C1,0.00232471255118,0.00212792753495,0.00791797501388,0.0140268432373
48,49,8.0,F1069C1,0.00794968397194,0.00948529881001,0.0169350946699,0.0242208285091
49,50,8.16666666667,F1069C1,0.00217166280773,0.0012763751262,0.00899429296297,0.0176419925824
50,51,8.33333333333,F1069C1,0.0312340042924,0.0106860477625,0.0188520872845,0.00406896619808
51,52,8.5,F1069C1,0.000904387911947,0.0232160141612,0.0104924284179,0.000666090472184
52,53,8.66666666667,F1069C1,0.0169963014089,0.000624317599014,0.0082425981449,0.00213230072389
53,54,8.83333333333,F1069C1,0.0047132656291,0.00145023615166,0.00266709271956,0.000219318682492
54,55,9.0,F1069C1,0.00794534721848,0.000110603457323,0.00750026477972,0.00962942482273
55,56,9.16666666667,F1069C1,0.0169520081126,7.7978173475e-05,0.00856342518418,0.00338117214975
56,57,9.33333333333,F1069C1,0.000250261033283,0.000304241835323,0.0132636620324,0.0310292611647
57,58,9.5,F1069C1,0.00259757869814,0.104065795788,0.0507589295094,0.0156511663753
58,59,9.66666666667,F1069C1,0.0084711303067,0.0296297612969,0.0172810564129,0.0040014687433
59,60,9.83333333333,F1069C1,0.00251613543811,0.0189038410805,0.0428638404023,0.08207022797
60,61,10.0,F1069C1,0.0420851012552,0.00910167052529,0.0220957336098,0.00222965533108
61,62,10.1666666667,F1069C1,0.077567071303,0.000125640742732,0.0368310550809,0.0098767657274
62,63,10.3333333333,F1069C1,0.0106047313018,0.287036911839,0.137787433528,0.0373240658426
63,64,10.5,F1069C1,0.000731650357484,9.16647280255e-05,0.0443274003405,0.104625113245
64,65,10.6666666667,F1069C1,0.000455240961249,0.00938485364576,0.00480813361339,0.0014876817777
